t_ms,raw,subject,gesture
10179250,1711,s1,grip_sustained10s
10179252,1726,s1,grip_sustained10s
10179254,1744,s1,grip_sustained10s
10179256,1738,s1,grip_sustained10s
10179258,1703,s1,grip_sustained10s
10179260,1734,s1,grip_sustained10s
10179262,1734,s1,grip_sustained10s
10179264,1741,s1,grip_sustained10s
10179266,1694,s1,grip_sustained10s
10179268,1745,s1,grip_sustained10s
10179270,1733,s1,grip_sustained10s
10179272,1744,s1,grip_sustained10s
10179274,1706,s1,grip_sustained10s
10179276,1744,s1,grip_sustained10s
10179278,1723,s1,grip_sustained10s
10179280,1747,s1,grip_sustained10s
10179282,1712,s1,grip_sustained10s
10179284,1735,s1,grip_sustained10s
10179286,1712,s1,grip_sustained10s
10179288,1744,s1,grip_sustained10s
10179290,1717,s1,grip_sustained10s
10179292,1724,s1,grip_sustained10s
10179294,1712,s1,grip_sustained10s
10179296,1740,s1,grip_sustained10s
10179298,1727,s1,grip_sustained10s
10179300,1707,s1,grip_sustained10s
10179302,1723,s1,grip_sustained10s
10179304,1740,s1,grip_sustained10s
10179306,1735,s1,grip_sustained10s
10179308,1703,s1,grip_sustained10s
10179310,1735,s1,grip_sustained10s
10179312,1732,s1,grip_sustained10s
10179314,1737,s1,grip_sustained10s
10179316,1694,s1,grip_sustained10s
10179318,1744,s1,grip_sustained10s
10179320,1730,s1,grip_sustained10s
10179322,1747,s1,grip_sustained10s
10179324,1707,s1,grip_sustained10s
10179326,1746,s1,grip_sustained10s
10179328,1728,s1,grip_sustained10s
10179330,1745,s1,grip_sustained10s
10179332,1713,s1,grip_sustained10s
10179334,1739,s1,grip_sustained10s
10179336,1717,s1,grip_sustained10s
10179338,1750,s1,grip_sustained10s
10179340,1725,s1,grip_sustained10s
10179342,1727,s1,grip_sustained10s
10179344,1715,s1,grip_sustained10s
10179346,1745,s1,grip_sustained10s
10179348,1732,s1,grip_sustained10s
10179350,1712,s1,grip_sustained10s
10179352,1729,s1,grip_sustained10s
10179354,1749,s1,grip_sustained10s
10179356,1744,s1,grip_sustained10s
10179358,1712,s1,grip_sustained10s
10179360,1744,s1,grip_sustained10s
10179362,1742,s1,grip_sustained10s
10179364,1745,s1,grip_sustained10s
10179366,1705,s1,grip_sustained10s
10179368,1744,s1,grip_sustained10s
10179370,1731,s1,grip_sustained10s
10179372,1753,s1,grip_sustained10s
10179374,1710,s1,grip_sustained10s
10179376,1749,s1,grip_sustained10s
10179378,1726,s1,grip_sustained10s
10179380,1746,s1,grip_sustained10s
10179382,1716,s1,grip_sustained10s
10179384,1744,s1,grip_sustained10s
10179386,1723,s1,grip_sustained10s
10179388,1755,s1,grip_sustained10s
10179390,1730,s1,grip_sustained10s
10179392,1731,s1,grip_sustained10s
10179394,1719,s1,grip_sustained10s
10179396,1749,s1,grip_sustained10s
10179398,1730,s1,grip_sustained10s
10179400,1712,s1,grip_sustained10s
10179402,1730,s1,grip_sustained10s
10179404,1745,s1,grip_sustained10s
10179406,1744,s1,grip_sustained10s
10179408,1712,s1,grip_sustained10s
10179410,1744,s1,grip_sustained10s
10179412,1738,s1,grip_sustained10s
10179414,1744,s1,grip_sustained10s
10179416,1699,s1,grip_sustained10s
10179418,1744,s1,grip_sustained10s
10179420,1729,s1,grip_sustained10s
10179422,1747,s1,grip_sustained10s
10179424,1707,s1,grip_sustained10s
10179426,1749,s1,grip_sustained10s
10179428,1722,s1,grip_sustained10s
10179430,1747,s1,grip_sustained10s
10179432,1713,s1,grip_sustained10s
10179434,1742,s1,grip_sustained10s
10179436,1715,s1,grip_sustained10s
10179438,1754,s1,grip_sustained10s
10179440,1726,s1,grip_sustained10s
10179442,1723,s1,grip_sustained10s
10179444,1717,s1,grip_sustained10s
10179446,1744,s1,grip_sustained10s
10179448,1727,s1,grip_sustained10s
10179450,1707,s1,grip_sustained10s
10179452,1728,s1,grip_sustained10s
10179454,1743,s1,grip_sustained10s
10179456,1741,s1,grip_sustained10s
10179458,1706,s1,grip_sustained10s
10179460,1735,s1,grip_sustained10s
10179462,1735,s1,grip_sustained10s
10179464,1743,s1,grip_sustained10s
10179466,1696,s1,grip_sustained10s
10179468,1744,s1,grip_sustained10s
10179470,1725,s1,grip_sustained10s
10179472,1750,s1,grip_sustained10s
10179474,1710,s1,grip_sustained10s
10179476,1745,s1,grip_sustained10s
10179478,1717,s1,grip_sustained10s
10179480,1744,s1,grip_sustained10s
10179482,1713,s1,grip_sustained10s
10179484,1738,s1,grip_sustained10s
10179486,1713,s1,grip_sustained10s
10179488,1752,s1,grip_sustained10s
10179490,1723,s1,grip_sustained10s
10179492,1723,s1,grip_sustained10s
10179494,1715,s1,grip_sustained10s
10179496,1743,s1,grip_sustained10s
10179498,1728,s1,grip_sustained10s
10179500,1706,s1,grip_sustained10s
10179502,1725,s1,grip_sustained10s
10179504,1743,s1,grip_sustained10s
10179506,1735,s1,grip_sustained10s
10179508,1705,s1,grip_sustained10s
10179510,1733,s1,grip_sustained10s
10179512,1731,s1,grip_sustained10s
10179514,1741,s1,grip_sustained10s
10179516,1695,s1,grip_sustained10s
10179518,1738,s1,grip_sustained10s
10179520,1721,s1,grip_sustained10s
10179522,1744,s1,grip_sustained10s
